FID,Start Time,End Time,Object,MAX_Speed,AVG_Speed,Distance,Shift,X,Y
672,12/04/2022,12/04/2022,1696,77,44,2.020,Afternoon,33.019388,13.127860
673,12/04/2022,12/04/2022,1696,76,31,1.020,Night,33.044975,13.138002
674,13/04/2022,13/04/2022,1696,79,33,1.650,Morning,32.940422,13.098562
675,14/04/2022,14/04/2022,1696,78,36,1.720,Morning,32.927697,13.089043
676,14/04/2022,14/04/2022,1696,73,41,2.000,Morning,32.930183,13.112183
677,14/04/2022,14/04/2022,1696,74,35,1.000,Morning,32.950382,13.143103
678,14/04/2022,14/04/2022,1696,71,35,1.020,Afternoon,32.954973,13.108762
679,14/04/2022,14/04/2022,1696,77,47,2.020,Afternoon,32.928380,13.087387
680,14/04/2022,14/04/2022,1696,76,35,1.020,Afternoon,32.950723,13.145203
681,15/04/2022,15/04/2022,1696,76,57,5.000,Night,32.950418,13.104332
682,15/04/2022,15/04/2022,1696,71,27,0.900,Night,32.941278,13.095730
683,16/04/2022,16/04/2022,1696,75,27,0.910,Night,32.939217,13.084418
684,16/04/2022,16/04/2022,1696,74,72,1.120,Night,32.931038,13.081308
685,17/04/2022,17/04/2022,1696,73,20,0.670,Night,32.940818,13.096480
686,18/04/2022,18/04/2022,1696,73,25,0.840,Night,32.935310,13.082620
687,19/04/2022,19/04/2022,1696,77,34,1.020,Night,32.951793,13.105633
688,20/04/2022,20/04/2022,1696,72,32,1.010,Night,32.960443,13.122568
689,20/04/2022,20/04/2022,1696,76,45,2.030,Night,33.038582,13.181560
690,20/04/2022,20/04/2022,1696,73,32,1.010,Night,33.008590,13.153908
691,20/04/2022,20/04/2022,1696,79,55,3.030,Morning,32.951952,13.105792
692,20/04/2022,20/04/2022,1696,77,34,1.020,Morning,32.969342,13.136977
